0.000000000000000000e+00 0.000000000000000000e+00 2.808328447915542063e-06 3.271092376233995592e-06
1.178511661952620117e-02 4.769680629749234235e+00 4.769740821272794307e+00 9.280520369631441113e+00
2.357023338047380123e-02 9.540524929425322043e+00 9.540643411622541592e+00 1.855005329374838396e+01
3.535535000000000067e-02 1.431358384396927264e+01 1.431375687715800105e+01 2.779763756938486807e+01
4.714046661952620010e-02 1.908968699763172694e+01 1.908990912488738090e+01 3.701236591952773836e+01
5.892558338047380190e-02 2.386934065800537752e+01 2.386960488158622340e+01 4.618341252806519037e+01
7.071070000000000133e-02 2.865263593844811751e+01 2.865293394425430762e+01 5.530006180343103495e+01
8.249581661952620770e-02 3.343917049872183611e+01 3.343949292028077025e+01 6.435173964963465210e+01
9.428093338047380256e-02 3.822798493394136443e+01 3.822832164613719641e+01 7.332804546881277474e+01
1.060660500000000089e-01 4.301751600060387659e+01 4.301785643254376623e+01 8.221878600447651309e+01
1.178511666195262153e-01 4.780556820543942109e+01 4.780590166151063158e+01 9.101401195943454070e+01
1.296362833804738102e-01 5.258930309928640412e+01 5.258961907756661702e+01 9.970405530149825779e+01
1.414214000000000027e-01 5.736524656320826665e+01 5.736553506092485577e+01 1.082795679741728492e+02
1.532065166195262229e-01 6.212931381273633491e+01 6.212956560933538697e+01 1.167315625152108254e+02
1.649916333804738178e-01 6.687684980183499306e+01 6.687705671138914454e+01 1.250514521673121493e+02
1.767767500000000103e-01 7.160268384650800044e+01 7.160283893256001875e+01 1.332310907991827946e+02
1.885618666195262028e-01 7.630119694732665891e+01 7.630129469475500059e+01 1.412628127458547738e+02
2.003469833804737976e-01 8.096639851122078824e+01 8.096643495129839607e+01 1.491394699290036954e+02
2.121321000000000179e-01 8.559198334846026057e+01 8.559201056206912028e+01 1.568544662936211296e+02
2.239172166195262104e-01 9.017146586376087214e+01 9.017155742878242108e+01 1.644017894338396104e+02
2.357023333804738052e-01 9.469830240207514294e+01 9.469845739042699506e+01 1.717760367598319249e+02
2.474874499999999977e-01 9.916589841755485679e+01 9.916611434504318368e+01 1.789724361797426582e+02
2.592725666195262457e-01 1.035677347084251920e+02 1.035680076479913794e+02 1.859868611812002825e+02
2.710576833804738128e-01 1.078974522439697523e+02 1.078977769780251350e+02 1.928158379396696489e+02
2.828428000000000053e-01 1.121489305782097858e+02 1.121493007846628842e+02 1.994565446400368103e+02
2.946279166195262533e-01 1.163163585917524898e+02 1.163167670575565609e+02 2.059068031909913543e+02
3.064130333804738204e-01 1.203942951886385799e+02 1.203947340440580263e+02 2.121650615258763253e+02
3.181981500000000129e-01 1.243777192956652016e+02 1.243781802620304262e+02 2.182303671507993670e+02
3.299832666195262054e-01 1.282620687494114406e+02 1.282625433928705547e+02 2.241023326584473523e+02
3.417683833804738280e-01 1.320432666777392683e+02 1.320437466614369555e+02 2.297810921853265143e+02
3.535535000000000205e-01 1.357177356580215246e+02 1.357182129852527055e+02 2.352672501127390206e+02
3.653386166195262685e-01 1.392824001745347289e+02 1.392828674157334206e+02 2.405618233865004925e+02
3.771237333804738356e-01 1.427346770167532668e+02 1.427351275136723530e+02 2.456661772749672537e+02
3.889088500000000281e-01 1.460724548201049799e+02 1.460728828612397479e+02 2.505819564903769958e+02
4.006939666195262206e-01 1.492940641388096026e+02 1.492944651009838424e+02 2.553110136197982456e+02
4.124790833804738432e-01 1.523982386046702118e+02 1.523986090567428278e+02 2.598553353611508214e+02
4.242642000000000357e-01 1.553840690927438288e+02 1.553844068585734703e+02 2.642169688708850117e+02
4.360493166195262282e-01 1.582509528869181565e+02 1.582512570660076392e+02 2.683979504255281086e+02
4.478344333804737953e-01 1.609985389850847355e+02 1.609988099307082052e+02 2.724002371793793600e+02
4.596195500000000433e-01 1.636266717862624489e+02 1.636269110422702795e+02 2.762256442645917218e+02
4.714046666195261803e-01 1.661353353032902760e+02 1.661355455021783314e+02 2.798757892080933516e+02
4.831897833804738585e-01 1.685245991279486475e+02 1.685247838541003205e+02 2.833520442194573548e+02
4.949748999999999954e-01 1.707945681771913371e+02 1.707947318004073054e+02 2.866554980221405913e+02
5.067600166195261879e-01 1.729453379662766679e+02 1.729454854517346121e+02 2.897869284779931149e+02
5.185451333804738105e-01 1.749769561797623680e+02 1.749770928813832995e+02 2.927467858685810711e+02
5.303302500000000030e-01 1.768893918397129141e+02 1.768895232844768373e+02 2.955351875362158580e+02
5.421153666195263066e-01 1.786825129551746159e+02 1.786826446262208208e+02 2.981519240921940650e+02
5.539004833804738182e-01 1.803560725765713926e+02 1.803562097029309825e+02 3.005964761400173870e+02
5.656856000000000106e-01 1.819097035263179407e+02 1.819098508868299291e+02 3.028680411317193375e+02
5.774707166195262031e-01 1.833429216364940260e+02 1.833430833848828456e+02 3.049655695165899374e+02
5.892558333804738258e-01 1.846551364962546131e+02 1.846553160135173357e+02 3.068878083209293663e+02
6.010409500000000182e-01 1.858456690004479697e+02 1.858458687796392610e+02 3.086333509069070828e+02
6.128260666195262107e-01 1.869137746440683543e+02 1.869139962113397075e+02 3.102006913309471088e+02
6.246111833804738334e-01 1.878586709239618813e+02 1.878589147983377359e+02 3.115882810264836280e+02
6.363963000000000259e-01 1.886795675361464362e+02 1.886798332290788096e+02 3.127945861484245711e+02
6.481814166195262183e-01 1.893756978828981232e+02 1.893759839371787734e+02 3.138181437654527031e+02
6.599665333804738410e-01 1.899463501264188778e+02 1.899466541925914953e+02 3.146576147473957121e+02
6.717516500000000335e-01 1.903908964248662983e+02 1.903912153719319065e+02 3.153118318139869416e+02
6.835367666195262260e-01 1.907088189971162251e+02 1.907091490531056479e+02 3.157798412254322784e+02
6.953218833804738486e-01 1.908997316833792581e+02 1.909000686003107603e+02 3.160609365902856212e+02
7.071070000000000411e-01 1.909633961062917535e+02 1.909637353431752729e+02 3.161546838454755175e+02
7.154403359787412375e-01 1.909544367054357394e+02 1.910734873124335707e+02 3.161173837788536503e+02
7.237736717574824175e-01 1.909270402275367928e+02 1.914024368463556414e+02 3.160055507975554292e+02
7.321070077362237249e-01 1.908813448947133793e+02 1.919479878483440416e+02 3.158193860565345972e+02
7.404403437149650324e-01 1.908172999132558800e+02 1.927061473033435846e+02 3.155592232125402461e+02
7.487736794937062124e-01 1.907348349668997400e+02 1.936714322268447859e+02 3.152255260169409325e+02
7.571070154724475199e-01 1.906338612453324686e+02 1.948369708148841255e+02 3.148188849362680912e+02
7.654403514511887163e-01 1.905142726481239492e+02 1.961946244320058952e+02 3.143400129350121688e+02
7.737736872299298962e-01 1.903759471938163870e+02 1.977351257360127192e+02 3.137897403051530318e+02
7.821070232086710927e-01 1.902187486280552093e+02 1.994482275285816399e+02 3.131690086107637399e+02
7.904403591874124002e-01 1.900425282486206129e+02 2.013228566784583791e+02 3.124788639470808107e+02
7.987736949661535801e-01 1.898471268621115655e+02 2.033472689487480523e+02 3.117204493236691292e+02
8.071070309448948876e-01 1.896323768637784895e+02 2.055092002448498931e+02 3.108949963069335354e+02
8.154403669236360841e-01 1.893981044627694530e+02 2.077960102635827013e+02 3.100038161830829040e+02
8.237737027023773750e-01 1.891441319365454774e+02 2.101948167353404244e+02 3.090482903789714442e+02
8.321070386811185715e-01 1.888702799129191021e+02 2.126926180047690309e+02 3.080298603402784465e+02
8.404403746598598790e-01 1.885763697110258192e+02 2.152764022264228743e+02 3.069500171852761241e+02
8.487737104386011699e-01 1.882622255970170215e+02 2.179332437330295136e+02 3.058102908020258042e+02
8.571070464173423664e-01 1.879276769638718463e+02 2.206503861612640378e+02 3.046122386479675583e+02
8.654403823960836739e-01 1.875725604797439132e+02 2.234153121929274732e+02 3.033574346209247210e+02
8.737737181748248538e-01 1.871967220356923747e+02 2.262158018495599379e+02 3.020474576015719208e+02
8.821070541535661613e-01 1.868000185172144825e+02 2.290399797801441366e+02 3.006838799787197445e+02
8.904403901323074688e-01 1.863823194610739620e+02 2.318763520134363318e+02 2.992682565688502905e+02
8.987737259110486487e-01 1.859435084062712349e+02 2.347138345354445903e+02 2.978021134623356261e+02
9.071070618897899562e-01 1.854834839824203812e+02 2.375417742280350808e+02 2.962869371505286153e+02
9.154403978685312637e-01 1.850021608176892585e+02 2.403499626326773182e+02 2.947241643772329098e+02
9.237737336472724436e-01 1.844994700557369924e+02 2.431286447762674641e+02 2.931151721775982537e+02
9.321070696260138622e-01 1.839753595470961329e+02 2.458685233495220643e+02 2.914612684898003181e+02
9.404404056047550586e-01 1.834297938206997287e+02 2.485607584626195887e+02 2.897636838033556614e+02
9.487737413834963496e-01 1.828627536077218565e+02 2.511969648960770769e+02 2.880235632341548921e+02
9.571070773622376571e-01 1.822742350079131768e+02 2.537692068373513337e+02 2.862419594299396977e+02
